ShilohScott Station,College Station,Belleville Station,Swansea Station,Memorial Hospital Station,Fairview Heights Station,Washington Park Station,JJK Center Station,Emerson Park Station,5th & Missouri Station,East Riverfront Station,Laclede's Landing Station,Convention Center Station,8th & Pine Station,Stadium Station,Civic Center Station,Union Station,Grand Station,Cortex Station,Central West End Station,Forest ParkDeBaliviere Station,Skinker Station,University CityBig Bend Station,Forsyth Station,Clayton Station,Richmond Heights Station,Brentwood I64 Station,MaplewoodManchester Station,Sunnen Station,ShrewsburyLansdowne I44 Station,Delmar Loop Station,Wellston Station,Rock Road Station,UMSL South Station,UMSL North Station,North Hanley Station,Lambert Airport Terminal # 2,Lambert Airport Terminal # 1
1:03PR,1:08PR,1:13PR,1:15PR,1:19PR,1:23PR,1:28PR,1:31PR,1:33PR,1:36PR,1:39PR,1:40PR,1:41PR,1:43PR,1:44PR,1:46PR,1:47PR,1:51PR,1:53PR,1:55PR,1:58PR,,,,,,,,,,2:01PR,2:03PR,2:05PR,2:07PR,2:09PR,2:11PR,2:16PR,2:18PR
,,,,,1:32PB,1:37PB,1:40PB,1:42PB,1:45PB,1:48PB,1:49PB,1:50PB,1:52PB,1:53PB,1:55PB,1:56PB,2:00PB,2:02PB,2:04PB,2:07PB,2:11PB,2:14PB,2:17PB,2:18PB,2:20PB,2:22PB,2:24PB,2:25PB,2:28PB,,,,,,,,
1:23PR,1:28PR,1:33PR,1:35PR,1:39PR,1:43PR,1:48PR,1:51PR,1:53PR,1:56PR,1:59PR,2:00PR,2:01PR,2:03PR,2:04PR,2:06PR,2:07PR,2:11PR,2:13PR,2:15PR,2:18PR,,,,,,,,,,2:21PR,2:23PR,2:25PR,2:27PR,2:29PR,2:31PR,2:36PR,2:38PR
,,,,,1:52PB,1:57PB,2:00PB,2:02PB,2:05PB,2:08PB,2:09PB,2:10PB,2:12PB,2:13PB,2:15PB,2:16PB,2:20PB,2:22PB,2:24PB,2:27PB,2:31PB,2:34PB,2:37PB,2:38PB,2:40PB,2:42PB,2:44PB,2:45PB,2:48PB,,,,,,,,
1:43PR,1:48PR,1:53PR,1:55PR,1:59PR,2:03PR,2:08PR,2:11PR,2:13PR,2:16PR,2:19PR,2:20PR,2:21PR,2:23PR,2:24PR,2:26PR,2:27PR,2:31PR,2:33PR,2:35PR,2:38PR,,,,,,,,,,2:41PR,2:43PR,2:45PR,2:47PR,2:49PR,2:51PR,2:56PR,2:58PR
,,,,,2:12PB,2:17PB,2:20PB,2:22PB,2:25PB,2:28PB,2:29PB,2:30PB,2:32PB,2:33PB,2:35PB,2:36PB,2:40PB,2:42PB,2:44PB,2:47PB,2:51PB,2:54PB,2:57PB,2:58PB,3:00PB,3:02PB,3:04PB,3:05PB,3:08PB,,,,,,,,
2:03PR,2:08PR,2:13PR,2:15PR,2:19PR,2:23PR,2:28PR,2:31PR,2:33PR,2:36PR,2:39PR,2:40PR,2:41PR,2:43PR,2:44PR,2:46PR,2:47PR,2:51PR,2:53PR,2:55PR,2:58PR,,,,,,,,,,3:01PR,3:03PR,3:05PR,3:07PR,3:09PR,3:11PR,3:16PR,3:18PR
,,,,,2:32PB,2:37PB,2:40PB,2:42PB,2:45PB,2:48PB,2:49PB,2:50PB,2:52PB,2:53PB,2:55PB,2:56PB,3:00PB,3:02PB,3:04PB,3:07PB,3:11PB,3:14PB,3:17PB,3:18PB,3:20PB,3:22PB,3:24PB,3:25PB,3:28PB,,,,,,,,
2:23PR,2:28PR,2:33PR,2:35PR,2:39PR,2:43PR,2:48PR,2:51PR,2:53PR,2:56PR,2:59PR,3:00PR,3:01PR,3:03PR,3:04PR,3:06PR,3:07PR,3:11PR,3:13PR,3:15PR,3:18PR,,,,,,,,,,3:21PR,3:23PR,3:25PR,3:27PR,3:29PR,3:31PR,3:36PR,3:38PR
,,,,,2:52PB,2:57PB,3:00PB,3:02PB,3:05PB,3:08PB,3:09PB,3:10PB,3:12PB,3:13PB,3:15PB,3:16PB,3:20PB,3:22PB,3:24PB,3:27PB,3:31PB,3:34PB,3:37PB,3:38PB,3:40PB,3:42PB,3:44PB,3:45PB,3:48PB,,,,,,,,
2:43PR,2:48PR,2:53PR,2:55PR,2:59PR,3:03PR,3:08PR,3:11PR,3:13PR,3:16PR,3:19PR,3:20PR,3:21PR,3:23PR,3:24PR,3:26PR,3:27PR,3:31PR,3:33PR,3:35PR,3:38PR,,,,,,,,,,3:41PR,3:43PR,3:45PR,3:47PR,3:49PR,3:51PR,3:56PR,3:58PR
,,,,,3:12PB,3:17PB,3:20PB,3:22PB,3:25PB,3:28PB,3:29PB,3:30PB,3:32PB,3:33PB,3:35PB,3:36PB,3:40PB,3:42PB,3:44PB,3:47PB,3:51PB,3:54PB,3:57PB,3:58PB,4:00PB,4:02PB,4:04PB,4:05PB,4:08PB,,,,,,,,
3:03PR,3:08PR,3:13PR,3:15PR,3:19PR,3:23PR,3:28PR,3:31PR,3:33PR,3:36PR,3:39PR,3:40PR,3:41PR,3:43PR,3:44PR,3:46PR,3:47PR,3:51PR,3:53PR,3:55PR,3:58PR,,,,,,,,,,4:01PR,4:03PR,4:05PR,4:07PR,4:09PR,4:11PR,4:16PR,4:18PR
,,,,,3:32PB,3:37PB,3:40PB,3:42PB,3:45PB,3:48PB,3:49PB,3:50PB,3:52PB,3:53PB,3:55PB,3:56PB,4:00PB,4:02PB,4:04PB,4:07PB,4:11PB,4:14PB,4:17PB,4:18PB,4:20PB,4:22PB,4:24PB,4:25PB,4:28PB,,,,,,,,
3:23PR,3:28PR,3:33PR,3:35PR,3:39PR,3:43PR,3:48PR,3:51PR,3:53PR,3:56PR,3:59PR,4:00PR,4:01PR,4:03PR,4:04PR,4:06PR,4:07PR,4:11PR,4:13PR,4:15PR,4:18PR,,,,,,,,,,4:21PR,4:23PR,4:25PR,4:27PR,4:29PR,4:31PR,4:36PR,4:38PR
,,,,,3:52PB,3:57PB,4:00PB,4:02PB,4:05PB,4:08PB,4:09PB,4:10PB,4:12PB,4:13PB,4:15PB,4:16PB,4:20PB,4:22PB,4:24PB,4:27PB,4:31PB,4:34PB,4:37PB,4:38PB,4:40PB,4:42PB,4:44PB,4:45PB,4:48PB,,,,,,,,
3:43PR,3:48PR,3:53PR,3:55PR,3:59PR,4:03PR,4:08PR,4:11PR,4:13PR,4:16PR,4:19PR,4:20PR,4:21PR,4:23PR,4:24PR,4:26PR,4:27PR,4:31PR,4:33PR,4:35PR,4:38PR,,,,,,,,,,4:41PR,4:43PR,4:45PR,4:47PR,4:49PR,4:51PR,4:56PR,4:58PR
,,,,,4:12PB,4:17PB,4:20PB,4:22PB,4:25PB,4:28PB,4:29PB,4:30PB,4:32PB,4:33PB,4:35PB,4:36PB,4:40PB,4:42PB,4:44PB,4:47PB,4:51PB,4:54PB,4:57PB,4:58PB,5:00PB,5:02PB,5:04PB,5:05PB,5:08PB,,,,,,,,
4:03PR,4:08PR,4:13PR,4:15PR,4:19PR,4:23PR,4:28PR,4:31PR,4:33PR,4:36PR,4:39PR,4:40PR,4:41PR,4:43PR,4:44PR,4:46PR,4:47PR,4:51PR,4:53PR,4:55PR,4:58PR,,,,,,,,,,5:01PR,5:03PR,5:05PR,5:07PR,5:09PR,5:11PR,5:16PR,5:18PR
,,,,,4:32PB,4:37PB,4:40PB,4:42PB,4:45PB,4:48PB,4:49PB,4:50PB,4:52PB,4:53PB,4:55PB,4:56PB,5:00PB,5:02PB,5:04PB,5:07PB,5:11PB,5:14PB,5:17PB,5:18PB,5:20PB,5:22PB,5:24PB,5:25PB,5:28PB,,,,,,,,
4:23PR,4:28PR,4:33PR,4:35PR,4:39PR,4:43PR,4:48PR,4:51PR,4:53PR,4:56PR,4:59PR,5:00PR,5:01PR,5:03PR,5:04PR,5:06PR,5:07PR,5:11PR,5:13PR,5:15PR,5:18PR,,,,,,,,,,5:21PR,5:23PR,5:25PR,5:27PR,5:29PR,5:31PR,5:36PR,5:38PR
,,,,,4:52PB,4:57PB,5:00PB,5:02PB,5:05PB,5:08PB,5:09PB,5:10PB,5:12PB,5:13PB,5:15PB,5:16PB,5:20PB,5:22PB,5:24PB,5:27PB,5:31PB,5:34PB,5:37PB,5:38PB,5:40PB,5:42PB,5:44PB,5:45PB,5:48PB,,,,,,,,
4:43PR,4:48PR,4:53PR,4:55PR,4:59PR,5:03PR,5:08PR,5:11PR,5:13PR,5:16PR,5:19PR,5:20PR,5:21PR,5:23PR,5:24PR,5:26PR,5:27PR,5:31PR,5:33PR,5:35PR,5:38PR,,,,,,,,,,5:41PR,5:43PR,5:45PR,5:47PR,5:49PR,5:51PR,5:56PR,5:58PR
,,,,,5:12PB,5:17PB,5:20PB,5:22PB,5:25PB,5:28PB,5:29PB,5:30PB,5:32PB,5:33PB,5:35PB,5:36PB,5:40PB,5:42PB,5:44PB,5:47PB,5:51PB,5:54PB,5:57PB,5:58PB,6:00PB,6:02PB,6:04PB,6:05PB,6:08PB,,,,,,,,
5:03PR,5:08PR,5:13PR,5:15PR,5:19PR,5:23PR,5:28PR,5:31PR,5:33PR,5:36PR,5:39PR,5:40PR,5:41PR,5:43PR,5:44PR,5:46PR,5:47PR,5:51PR,5:53PR,5:55PR,5:58PR,,,,,,,,,,6:01PR,6:03PR,6:05PR,6:07PR,6:09PR,6:11PR,6:16PR,6:18PR
,,,,,5:32PB,5:37PB,5:40PB,5:42PB,5:45PB,5:48PB,5:49PB,5:50PB,5:52PB,5:53PB,5:55PB,5:56PB,6:00PB,6:02PB,6:04PB,6:07PB,6:11PB,6:14PB,6:17PB,6:18PB,6:20PB,6:22PB,6:24PB,6:25PB,6:28PB,,,,,,,,
5:23PR,5:28PR,5:33PR,5:35PR,5:39PR,5:43PR,5:48PR,5:51PR,5:53PR,5:56PR,5:59PR,6:00PR,6:01PR,6:03PR,6:04PR,6:06PR,6:07PR,6:11PR,6:13PR,6:15PR,6:18PR,,,,,,,,,,6:21PR,6:23PR,6:25PR,6:27PR,6:29PR,6:31PR,6:36PR,6:38PR
,,,,,5:52PB,5:57PB,6:00PB,6:02PB,6:05PB,6:08PB,6:09PB,6:10PB,6:12PB,6:13PB,6:15PB,6:16PB,6:20PB,6:22PB,6:24PB,6:27PB,6:31PB,6:34PB,6:37PB,6:38PB,6:40PB,6:42PB,6:44PB,6:45PB,6:48PB,,,,,,,,
5:43PR,5:48PR,5:53PR,5:55PR,5:59PR,6:03PR,6:08PR,6:11PR,6:13PR,6:16PR,6:19PR,6:20PR,6:21PR,6:23PR,6:24PR,6:26PR,6:27PR,6:31PR,6:33PR,6:35PR,6:38PR,,,,,,,,,,6:41PR,6:43PR,6:45PR,6:47PR,6:49PR,6:51PR,6:56PR,6:58PR
,,,,,6:12PB,6:17PB,6:20PB,6:22PB,6:25PB,6:28PB,6:29PB,6:30PB,6:32PB,6:33PB,6:35PB,6:36PB,6:40PB,6:42PB,6:44PB,6:47PB,6:51PB,6:54PB,6:57PB,6:58PB,7:00PB,7:02PB,7:04PB,7:05PB,7:08PB,,,,,,,,
6:03PR,6:08PR,6:13PR,6:15PR,6:19PR,6:23PR,6:28PR,6:31PR,6:33PR,6:36PR,6:39PR,6:40PR,6:41PR,6:43PR,6:44PR,6:46PR,6:47PR,6:51PR,6:53PR,6:55PR,6:58PR,,,,,,,,,,7:01PR,7:03PR,7:05PR,7:07PR,7:09PR,7:11PR,7:16PR,7:18PR
,,,,,6:32PB,6:37PB,6:40PB,6:42PB,6:45PB,6:48PB,6:49PB,6:50PB,6:52PB,6:53PB,6:55PB,6:56PB,7:00PB,7:02PB,7:04PB,7:07PB,7:11PB,7:14PB,7:17PB,7:18PB,7:20PB,7:22PB,7:24PB,7:25PB,7:28PB,,,,,,,,
6:23PR,6:28PR,6:33PR,6:35PR,6:39PR,6:43PR,6:48PR,6:51PR,6:53PR,6:56PR,6:59PR,7:00PR,7:01PR,7:03PR,7:04PR,7:06PR,7:07PR,7:11PR,7:13PR,7:15PR,7:18PR,,,,,,,,,,7:21PR,7:23PR,7:25PR,7:27PR,7:29PR,7:31PR,7:36PR,7:38PR
,,,,,6:52PB,6:57PB,7:00PB,7:02PB,7:05PB,7:08PB,7:09PB,7:10PB,7:12PB,7:13PB,7:15PB,7:16PB,7:20PB,7:22PB,7:24PB,7:27PB,7:31PB,7:34PB,7:37PB,7:38PB,7:40PB,7:42PB,7:44PB,7:45PB,7:48PB,,,,,,,,
6:43PR,6:48PR,6:53PR,6:55PR,6:59PR,7:03PR,7:08PR,7:11PR,7:13PR,7:16PR,7:19PR,7:20PR,7:21PR,7:23PR,7:24PR,7:26PR,7:27PR,7:31PR,7:33PR,7:35PR,7:38PR,,,,,,,,,,7:41PR,7:43PR,7:45PR,7:47PR,7:49PR,7:51PR,7:56PR,7:58PR
,,,,,7:12PB,7:17PB,7:20PB,7:22PB,7:25PB,7:28PB,7:29PB,7:30PB,7:32PB,7:33PB,7:35PB,7:36PB,7:40PB,7:42PB,7:44PB,7:47PB,7:51PB,7:54PB,7:57PB,7:58PB,8:00PB,8:02PB,8:04PB,8:05PB,8:08PB,,,,,,,,
7:03PR,7:08PR,7:13PR,7:15PR,7:19PR,7:23PR,7:28PR,7:31PR,7:33PR,7:36PR,7:39PR,7:40PR,7:41PR,7:43PR,7:44PR,7:46PR,7:47PR,7:51PR,7:53PR,7:55PR,7:58PR,,,,,,,,,,8:01PR,8:03PR,8:05PR,8:07PR,8:09PR,8:11PR,8:16PR,8:18PR
,,,,,7:32PB,7:37PB,7:40PB,7:42PB,7:45PB,7:48PB,7:49PB,7:50PB,7:52PB,7:53PB,7:55PB,7:56PB,8:00PB,8:02PB,8:04PB,8:07PB,8:11PB,8:14PB,8:17PB,8:18PB,8:20PB,8:22PB,8:24PB,8:25PB,8:28PB,,,,,,,,
7:23PR,7:28PR,7:33PR,7:35PR,7:39PR,7:43PR,7:48PR,7:51PR,7:53PR,7:56PR,7:59PR,8:00PR,8:01PR,8:03PR,8:04PR,8:06PR,8:07PR,8:11PR,8:13PR,8:15PR,8:18PR,,,,,,,,,,8:21PR,8:23PR,8:25PR,8:27PR,8:29PR,8:31PR,8:36PR,8:38PR
,,,,,7:52PB,7:57PB,8:00PB,8:02PB,8:05PB,8:08PB,8:09PB,8:10PB,8:12PB,8:13PB,8:15PB,8:16PB,8:20PB,8:22PB,8:24PB,8:27PB,8:31PB,8:34PB,8:37PB,8:38PB,8:40PB,8:42PB,8:44PB,8:45PB,8:48PB,,,,,,,,
7:43PR,7:48PR,7:53PR,7:55PR,7:59PR,8:03PR,8:08PR,8:11PR,8:13PR,8:16PR,8:19PR,8:20PR,8:21PR,8:23PR,8:24PR,8:26PR,8:27PR,8:31PR,8:33PR,8:35PR,8:38PR,,,,,,,,,,8:41PR,8:43PR,8:45PR,8:47PR,8:49PR,8:51PR,8:56PR,8:58PR
,,,,,8:12PB,8:17PB,8:20PB,8:22PB,8:25PB,8:28PB,8:29PB,8:30PB,8:32PB,8:33PB,8:35PB,8:36PB,8:40PB,8:42PB,8:44PB,8:47PB,8:51PB,8:54PB,8:57PB,8:58PB,9:00PB,9:02PB,9:04PB,9:05PB,9:08PB,,,,,,,,
8:03PR,8:08PR,8:13PR,8:15PR,8:19PR,8:23PR,8:28PR,8:31PR,8:33PR,8:36PR,8:39PR,8:40PR,8:41PR,8:43PR,8:44PR,8:46PR,8:47PR,8:51PR,8:53PR,8:55PR,8:58PR,,,,,,,,,,9:01PR,9:03PR,9:05PR,9:07PR,9:09PR,9:11PR,9:16PR,9:18PR
,,,,,8:32PB,8:37PB,8:40PB,8:42PB,8:45PB,8:48PB,8:49PB,8:50PB,8:52PB,8:53PB,8:55PB,8:56PB,9:00PB,9:02PB,9:04PB,9:07PB,9:11PB,9:14PB,9:17PB,9:18PB,9:20PB,9:22PB,9:24PB,9:25PB,9:28PB,,,,,,,,
8:23PR,8:28PR,8:33PR,8:35PR,8:39PR,8:43PR,8:48PR,8:51PR,8:53PR,8:56PR,8:59PR,9:00PR,9:01PR,9:03PR,9:04PR,9:06PR,9:07PR,9:11PR,9:13PR,9:15PR,9:18PR,,,,,,,,,,9:21PR,9:23PR,9:25PR,9:27PR,9:29PR,9:31PR,9:36PR,9:38PR
,,,,,8:52PB,8:57PB,9:00PB,9:02PB,9:05PB,9:08PB,9:09PB,9:10PB,9:12PB,9:13PB,9:15PB,9:16PB,9:20PB,9:22PB,9:24PB,9:27PB,9:31PB,9:34PB,9:37PB,9:38PB,9:40PB,9:42PB,9:44PB,9:45PB,9:48PB,,,,,,,,
8:43PR,8:48PR,8:53PR,8:55PR,8:59PR,9:03PR,9:08PR,9:11PR,9:13PR,9:16PR,9:19PR,9:20PR,9:21PR,9:23PR,9:24PR,9:26PR,9:27PR,9:31PR,9:33PR,9:35PR,9:38PR,,,,,,,,,,9:41PR,9:43PR,9:45PR,9:47PR,9:49PR,9:51PR,9:56PR,9:58PR
,,,,,9:12PB,9:17PB,9:20PB,9:22PB,9:25PB,9:28PB,9:29PB,9:30PB,9:32PB,9:33PB,9:35PB,9:36PB,9:40PB,9:42PB,9:44PB,9:47PB,9:51PB,9:54PB,9:57PB,9:58PB,10:00PB,10:02PB,10:04PB,10:05PB,10:08PB,,,,,,,,
9:03PR,9:08PR,9:13PR,9:15PR,9:19PR,9:23PR,9:28PR,9:31PR,9:33PR,9:36PR,9:39PR,9:40PR,9:41PR,9:43PR,9:44PR,9:46PR,9:47PR,9:51PR,9:53PR,9:55PR,9:58PR,,,,,,,,,,10:01PR,10:03PR,10:05PR,10:07PR,10:09PR,10:11PR,10:16PR,10:18PR
,,,,,9:32PB,9:37PB,9:40PB,9:42PB,9:45PB,9:48PB,9:49PB,9:50PB,9:52PB,9:53PB,9:55PB,9:56PB,10:00PB,10:02PB,10:04PB,10:07PB,10:11PB,10:14PB,10:17PB,10:18PB,10:20PB,10:22PB,10:24PB,10:25PB,10:28PB,,,,,,,,
9:23PR,9:28PR,9:33PR,9:35PR,9:39PR,9:43PR,9:48PR,9:51PR,9:53PR,9:56PR,9:59PR,10:00PR,10:01PR,10:03PR,10:04PR,10:06PR,10:07PR,10:11PR,10:13PR,10:15PR,10:18PR,,,,,,,,,,10:21PR,10:23PR,10:25PR,10:27PR,10:29PR,10:31PR,10:36PR,10:38PR
,,,,,9:52PB,9:57PB,10:00PB,10:02PB,10:05PB,10:08PB,10:09PB,10:10PB,10:12PB,10:13PB,10:15PB,10:16PB,10:20PB,10:22PB,10:24PB,10:27PB,10:31PB,10:34PB,10:37PB,10:38PB,10:40PB,10:42PB,10:44PB,10:45PB,10:48PB,,,,,,,,
9:43PR,9:48PR,9:53PR,9:55PR,9:59PR,10:03PR,10:08PR,10:11PR,10:13PR,10:16PR,10:19PR,10:20PR,10:21PR,10:23PR,10:24PR,10:26PR,10:27PR,10:31PR,10:33PR,10:35PR,10:38PR,,,,,,,,,,10:41PR,10:43PR,10:45PR,10:47PR,10:49PR,10:51PR,10:56PR,10:58PR
,,,,,10:12PB,10:17PB,10:20PB,10:22PB,10:25PB,10:28PB,10:29PB,10:30PB,10:32PB,10:33PB,10:35PB,10:36PB,10:40PB,10:42PB,10:44PB,10:47PB,10:51PB,10:54PB,10:57PB,10:58PB,11:00PB,11:02PB,11:04PB,11:05PB,11:08PB,,,,,,,,
10:03PR,10:08PR,10:13PR,10:15PR,10:19PR,10:23PR,10:28PR,10:31PR,10:33PR,10:36PR,10:39PR,10:40PR,10:41PR,10:43PR,10:44PR,10:46PR,10:47PR,10:51PR,10:53PR,10:55PR,10:58PR,,,,,,,,,,11:01PR,11:03PR,11:05PR,11:07PR,11:09PR,11:11PR,11:16PR,11:18PR
,,,,,10:32PB,10:37PB,10:40PB,10:42PB,10:45PB,10:48PB,10:49PB,10:50PB,10:52PB,10:53PB,10:55PB,10:56PB,11:00PB,11:02PB,11:04PB,11:07PB,11:11PB,11:14PB,11:17PB,11:18PB,11:20PB,11:22PB,11:24PB,11:25PB,11:28PB,,,,,,,,
10:23PR,10:28PR,10:33PR,10:35PR,10:39PR,10:43PR,10:48PR,10:51PR,10:53PR,10:56PR,10:59PR,11:00PR,11:01PR,11:03PR,11:04PR,11:06PR,11:07PR,11:11PR,11:13PR,11:15PR,11:18PR,,,,,,,,,,11:21PR,11:23PR,11:25PR,11:27PR,11:29PR,11:31PR,11:36PR,11:38PR
,,,,,10:52PB,10:57PB,11:00PB,11:02PB,11:05PB,11:08PB,11:09PB,11:10PB,11:12PB,11:13PB,11:15PB,11:16PB,11:20PB,11:22PB,11:24PB,11:27PB,11:31PB,11:34PB,11:37PB,11:38PB,11:40PB,11:42PB,11:44PB,11:45PB,11:48PB,,,,,,,,
10:43PR,10:48PR,10:53PR,10:55PR,10:59PR,11:03PR,11:08PR,11:11PR,11:13PR,11:16PR,11:19PR,11:20PR,11:21PR,11:23PR,11:24PR,11:26PR,11:27PR,11:31PR,11:33PR,11:35PR,11:38PR,,,,,,,,,,11:41PR,11:43PR,11:45PR,11:47PR,11:49PR,11:51PR,11:56PR,11:58PR
10:54PR,10:59PR,11:04PR,11:06PR,11:10PR,11:14PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11:32PB,11:37PB,11:40PB,11:42PB,11:45PB,11:48PB,11:49PB,11:50PB,11:52PB,11:53PB,11:55PB,11:56PB,12:00AB,12:02AB,12:04AB,12:07AB,12:11AB,12:14AB,12:17AB,12:18AB,12:20AB,12:22AB,12:24AB,12:25AB,12:28AB,,,,,,,,
11:23PR,11:28PR,11:33PR,11:35PR,11:39PR,11:43PR,11:48PR,11:51PR,11:53PR,11:56PR,11:59PR,12:00AR,12:01AR,12:03AR,12:04AR,12:06AR,12:07AR,12:11AR,12:13AR,12:15AR,12:18AR,,,,,,,,,,12:21AR,12:23AR,12:25AR,12:27AR,12:29AR,12:31AR,12:36AR,12:38AR
11:34PR,11:39PR,11:44PR,11:46PR,11:50PR,11:54PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:54PR,11:59PR,12:04AR,12:06AR,12:10AR,12:14AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:14AR,12:19AR,12:24AR,12:26AR,12:30AR,12:34AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:34AR,12:39AR,12:44AR,12:46AR,12:50AR,12:54AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
